# SpectraMap / WITec Raman Pipeline Export
# Timestamp: 2026-07-22T13:04:50.618794
# Scan File: high_res_cell
# Grid: 25x25 (625 pixels)
# Processing Parameters:
#   crop_low: 400.0
#   crop_high: 3300.0
#   skip_silent: True
#   glass_method: None
#   cosmic_ray_threshold: 4.5
#   airpls_strength: 1000.0
#   airpls_itermax: 50
#   norm_mode: dual
#   n_endmembers: 10
#   map_interpolation: none
Wavenumber,Endmember_1,Endmember_2,Endmember_3,Endmember_4,Endmember_5,Endmember_6,Endmember_7,Endmember_8,Endmember_9,Endmember_10
1.511890000000000100e+03,3.805226822564689720e-02,7.628864297920927469e-03,7.114562272925221975e-03,6.509047332719295267e-03,1.217742461981389038e-02,8.924898643373934543e-03,-1.880871431814428937e-03,8.052511159251108872e-03,2.494281286369825351e-02,6.522386217998436819e-04
1.514380000000000109e+03,3.544729051954838978e-02,5.292498679465150457e-03,-4.668220630227835899e-05,1.086780916160589097e-03,1.365172935833853379e-02,9.250690035003117373e-03,-8.364846354457543612e-04,7.559821999423683991e-03,2.119892750588173169e-02,2.200154572088892924e-04
1.516880000000000109e+03,2.950428600147856836e-02,2.290406788529749348e-03,-5.743911892213950272e-03,-3.369261866507724211e-03,1.004665815832631037e-02,4.599071408974256085e-03,-4.412212064623478001e-03,4.837345068491558618e-03,1.704482062523539343e-02,-1.365160431331062692e-03
1.519369999999999891e+03,2.130051256987939429e-02,4.730178442811870318e-03,-2.458840803311068603e-03,-7.074547888406015027e-04,1.248340984505615439e-02,9.646084267121071004e-04,-4.178230381724339429e-03,2.083019610266574010e-03,2.342225546416156629e-02,-2.594920000394352212e-03
1.521869999999999891e+03,2.181043759322059614e-02,1.040972658536764781e-02,4.543629446063494719e-03,1.199284366529397225e-02,1.792249999573071809e-02,2.248515015250584191e-03,-5.011489325823053481e-03,6.086551931377502840e-03,3.822174832075031503e-02,-2.755679746674102350e-03
1.524359999999999900e+03,2.473552238481208088e-02,1.259599826856243332e-02,7.865131399157463191e-03,1.147701764659353821e-02,2.242179809651573263e-02,4.427568414996909882e-03,-3.573292936263872469e-03,7.437082612318548537e-03,4.300065637861055778e-02,-2.042061616031440666e-03
1.526849999999999909e+03,2.978094303751147726e-02,1.321616143448602586e-02,2.212643864012314721e-02,1.288494958962281556e-02,2.309244203358169420e-02,1.348967477766136944e-03,-1.743259790486344392e-03,8.125922676969756994e-03,4.291645125416484324e-02,-2.681403273379860154e-03
1.529349999999999909e+03,2.751089256274963368e-02,1.430069651639819146e-02,2.977629218913740300e-02,-4.458326487184489234e-05,2.054786381578933840e-02,7.492860809712263009e-04,-2.383557401388621683e-03,9.188239235278745226e-03,4.515021998204240411e-02,-2.358130027786819669e-03
1.531839999999999918e+03,2.929744553054602213e-02,1.691654897597195256e-02,3.188857327462437524e-02,-7.040410309853152235e-03,1.862407715085159093e-02,4.755659360581388287e-03,-4.012898323300546910e-04,1.220305879237061110e-02,5.052045357908174772e-02,-2.315289440652266301e-03
1.534329999999999927e+03,3.541997660581932411e-02,1.653939505874741506e-02,1.376897580536210614e-02,-1.011418662000455014e-02,1.608790771360911129e-02,1.445391733567724657e-02,3.545354877073421396e-03,1.128061208731613412e-02,3.980362084351994623e-02,-2.121980274593140633e-03
1.536809999999999945e+03,4.301104484330324496e-02,1.398379969387833141e-02,7.728981438521901302e-03,-1.380143075384216572e-03,2.123410239665682667e-02,1.787832242543083497e-02,9.720047832929451861e-03,1.048112475604917951e-02,2.225580175850927142e-02,-4.166259703982143695e-03
1.539299999999999955e+03,4.238643776363924809e-02,1.593551831372879216e-02,-1.421089127460513010e-03,3.667431883439164347e-03,2.389656328818070413e-02,2.052953852970665002e-02,8.979436768255967885e-03,1.166001877041757465e-02,2.022167384238552149e-02,-1.616719112466755495e-03
1.541789999999999964e+03,3.690391301960815884e-02,2.361849534746866125e-02,-4.902106931056039382e-03,-1.506074267527525781e-03,2.616904639243146369e-02,1.878079561811794862e-02,8.557755089130581611e-03,1.364338766464247982e-02,3.750092306971430922e-02,3.454326859495537860e-03
1.544279999999999973e+03,3.229250059571313336e-02,3.186504212098501682e-02,-9.793912584434100177e-03,9.280131390135976099e-04,2.599362161870181348e-02,2.220707852233485408e-02,5.915907346050857871e-03,1.703805953526025055e-02,5.751477584867838166e-02,6.812122027056855336e-03
1.546759999999999991e+03,3.296260669873921079e-02,3.524378587160501702e-02,6.775245523558053734e-03,1.025526722973457185e-02,2.653190089486265335e-02,2.327089365832717485e-02,6.136323363980867099e-03,2.033056783344664581e-02,6.049655306697220014e-02,6.090697875387348498e-03
1.549250000000000000e+03,3.378655457394565131e-02,3.462270378977326535e-02,8.322635548619627260e-03,1.796890136784078107e-02,3.043034004384538582e-02,2.452090747863954617e-02,7.903362372458628757e-03,2.110034128637746503e-02,5.454003475141065704e-02,6.606283145622903613e-03
1.551730000000000018e+03,3.161121688442823652e-02,3.696255132219908313e-02,9.567231475362541690e-03,1.400618875511206590e-02,3.592561107469514903e-02,2.392537032755714596e-02,1.226596246881025976e-02,2.396248386672067063e-02,5.844190001993753575e-02,9.264616131713695329e-03
1.554220000000000027e+03,2.802904556242204887e-02,4.686042387626096484e-02,2.127446880604547119e-02,8.662602215796951638e-03,4.621553529727036314e-02,2.754286493045843970e-02,1.196808053300401145e-02,2.959291976756026413e-02,8.047374215407693265e-02,1.127715983252276441e-02
1.556700000000000045e+03,3.192106763731527436e-02,4.881123066483337991e-02,3.000324381739234020e-02,4.806005036062255958e-03,4.136532571770080990e-02,2.817427535348036166e-02,1.244873357323931021e-02,3.166764779509090300e-02,8.119001893381394552e-02,1.242561944127470661e-02
1.559180000000000064e+03,3.373444041278785693e-02,4.187462434721238302e-02,2.232902539727391750e-02,6.515936958047807703e-04,3.042002756706032457e-02,3.077071562021948398e-02,8.398282239721260173e-03,2.544398760559920744e-02,6.237203061783971880e-02,1.075176995580340474e-02
1.561660000000000082e+03,3.528118381851867713e-02,3.835111163424197167e-02,8.362778292638027924e-03,4.346007617357997010e-03,2.085190545138387169e-02,2.732447584099179788e-02,7.875084251660009749e-03,2.067516818732043765e-02,4.865515859892870221e-02,8.222450278638365057e-03
1.564140000000000100e+03,3.982870530490534994e-02,4.830388784524787538e-02,9.445477786300161133e-03,1.545866876750053021e-02,2.617235838118403546e-02,2.872649294817304286e-02,1.185120462454248777e-02,2.750808711216596800e-02,6.661002431716300798e-02,7.944274872360379547e-03
1.566619999999999891e+03,4.466721136339467380e-02,5.159130255430390000e-02,2.183070975666694807e-02,1.504633660751831734e-02,3.144783469879228188e-02,3.634365036819606209e-02,1.911309276106777644e-02,3.661718685596640488e-02,7.028630059771640015e-02,1.253415673513712594e-02
1.569099999999999909e+03,5.180095005025281418e-02,5.017504894219858985e-02,3.869866058091111366e-02,1.068964567726527273e-02,3.092124582969791799e-02,4.457545376854352842e-02,2.432148856900239950e-02,4.304165843378365830e-02,6.564666736719396156e-02,1.637191948353622709e-02
1.571579999999999927e+03,5.358014375577122707e-02,5.165343766512076051e-02,4.988053078484415426e-02,1.089919822007006517e-02,3.596408439631485626e-02,5.006457934395112941e-02,3.023086057417411626e-02,4.846733509227776904e-02,6.103217249359098318e-02,2.205584926667094464e-02
1.574059999999999945e+03,5.175350680713915186e-02,6.083809134310903810e-02,6.093197178846079809e-02,2.037141063457418785e-02,4.600954738924025594e-02,5.525206194316976960e-02,3.967629701448253249e-02,5.546627872097596029e-02,7.165936868337574595e-02,2.516809463312529374e-02
1.576539999999999964e+03,4.647343270193227127e-02,6.722486163107971313e-02,6.826933037681658101e-02,2.589048494465908887e-02,4.927000721211909767e-02,6.605544780854072373e-02,4.478895807335602636e-02,5.796898541138678640e-02,8.138362635631436748e-02,2.676576398141440258e-02
1.579009999999999991e+03,4.401670005813675124e-02,7.037507311025543999e-02,5.926013705044660268e-02,2.206862586813458649e-02,4.353559215615588479e-02,6.647463879214812743e-02,4.422470341770804586e-02,5.343021793367253025e-02,8.865095589984015034e-02,2.716343844020016260e-02
1.581490000000000009e+03,4.530736959064596281e-02,7.519501415264917554e-02,4.954882785130093614e-02,2.316639518471991233e-02,4.432741453291462463e-02,6.836077766827955426e-02,4.362621815020528704e-02,4.873194416016377734e-02,9.448385587218932624e-02,2.944815477689606900e-02
1.583960000000000036e+03,4.432022113611858855e-02,7.758289508767297893e-02,5.014303389679182488e-02,2.395098379219851373e-02,4.787341844842674110e-02,7.064308207718715538e-02,4.947125301614987286e-02,4.751329479356762586e-02,9.556719233278176961e-02,2.817093010911179973e-02
1.586440000000000055e+03,5.227022904685729027e-02,7.633511599859922614e-02,6.471367791928164803e-02,3.219586787347496898e-02,4.826554812494669722e-02,7.832199082014307256e-02,5.880254960342998910e-02,5.145057960222786109e-02,9.593002541962514229e-02,2.681724252440887551e-02
1.588910000000000082e+03,6.322263175770660715e-02,7.036256276980630553e-02,6.781594812383098803e-02,2.582154766595943021e-02,4.725274472142652199e-02,8.212538992442171282e-02,6.898481092302807816e-02,5.709348276065564359e-02,8.427386509107995249e-02,2.645534864675571848e-02
1.591380000000000109e+03,6.802211689081466561e-02,6.322277973473310053e-02,6.332952626103405258e-02,1.677124647039991007e-02,4.811131752982261006e-02,7.676366975860739184e-02,7.690071929439741549e-02,5.790479283057434895e-02,7.213560883349812158e-02,2.752995742727636433e-02
1.593849999999999909e+03,6.194105425621672378e-02,5.924159887899823479e-02,5.925346960945129804e-02,7.314352046180278011e-03,5.032188067553939465e-02,6.496016643271684821e-02,8.622147296868731825e-02,5.894923975090648333e-02,7.496914632303340598e-02,3.022529092385028635e-02
1.596319999999999936e+03,5.819839881373579937e-02,6.122375362711631602e-02,5.171247680581639999e-02,8.921284479519682453e-03,5.516636100990571223e-02,4.964894940331780054e-02,1.017378752503011463e-01,6.278816676244823591e-02,9.224051123704818389e-02,3.648101862284020697e-02
1.598789999999999964e+03,6.754918542618344734e-02,6.765277927872735686e-02,5.191072962304379979e-02,1.290475382394383475e-02,6.447538393705566639e-02,4.275240014812730499e-02,1.264371860385659907e-01,7.377220988664663637e-02,1.129185632107727599e-01,4.223306716188192367e-02
1.601259999999999991e+03,7.874311835522306013e-02,6.989089660109883140e-02,5.664325176724821498e-02,1.962978131392911080e-02,6.995652317134173903e-02,4.168534110396659303e-02,1.419135920416116636e-01,8.236016233207077430e-02,1.244730622387179853e-01,4.885452493987126055e-02
1.603730000000000018e+03,8.206648000597235870e-02,6.819383058819990240e-02,4.889052199825576206e-02,2.814444270078417937e-02,7.047932726809569282e-02,4.242081619940883674e-02,1.430768759204480989e-01,8.476798253047138076e-02,1.162031134849144387e-01,4.997345059522001476e-02
1.606200000000000045e+03,8.077444676205609853e-02,6.160896332292824240e-02,3.011895922079528554e-02,3.358634790772097034e-02,6.327814759392019761e-02,4.251270009131169481e-02,1.317264286875074741e-01,8.013287027499196857e-02,8.941722975560881248e-02,4.649446895864442486e-02
1.608660000000000082e+03,7.896450394447256105e-02,6.136351887895125090e-02,4.178942101132306075e-02,2.705537104319051533e-02,6.220523442098195577e-02,3.921463994931997932e-02,1.201846322448429510e-01,7.908101080118193349e-02,9.179311436837524207e-02,4.362476458553314618e-02
1.611130000000000109e+03,7.956861103236323451e-02,6.089895149346657294e-02,6.297357837461395325e-02,2.304190140953851079e-02,6.256117871223304538e-02,4.256278020956447139e-02,1.029656357606258121e-01,7.986657247104100854e-02,1.033437575734753311e-01,4.544598803458257952e-02
1.613599999999999909e+03,8.434142409096020976e-02,5.921004602143291329e-02,6.439361349657707345e-02,2.906213222360812948e-02,6.255813124545438197e-02,4.696737447693125067e-02,8.148922793266820397e-02,7.524024312724972297e-02,9.769488196904833888e-02,4.432419475627949468e-02
1.616059999999999945e+03,8.405080942415817102e-02,5.234433666365287396e-02,3.746498133821013488e-02,2.862715600845673614e-02,5.638277846661948062e-02,4.913019376588450421e-02,6.447574458897060989e-02,6.371988816394930089e-02,6.958077661113090673e-02,3.507296155148290073e-02
1.618519999999999982e+03,8.061051195274054892e-02,5.173092661569185513e-02,1.837741317588608564e-02,2.464959336622322278e-02,5.210714666411551954e-02,4.237875609621907791e-02,5.488296236295689412e-02,5.958864190342536699e-02,5.777876374266591869e-02,3.382941726673972804e-02
1.620990000000000009e+03,7.207662601627316812e-02,5.138543923588296397e-02,2.146043188815706035e-02,8.610024764709747758e-03,5.193227343479929481e-02,3.927853453307276338e-02,4.825636346105556529e-02,5.900857972351142983e-02,6.090244548238009370e-02,3.548431800509953271e-02
1.623450000000000045e+03,6.795969182997185776e-02,5.289016729105720793e-02,3.403568645974168472e-02,9.083392527839434516e-03,5.469226917234578517e-02,4.118678407909773243e-02,4.288223832042149103e-02,6.086772378046687026e-02,6.556220734224232904e-02,3.863906560365164278e-02
1.625910000000000082e+03,6.623214946625843869e-02,5.336600530016250010e-02,4.737751030824333132e-02,1.540246640323215260e-02,5.762603382028231441e-02,4.117202652147978342e-02,4.125477376970347609e-02,5.994838334030920535e-02,7.268957835154486735e-02,3.781567844706527903e-02
1.628369999999999891e+03,7.000848350618354976e-02,5.503150936855389502e-02,6.763792717015841560e-02,2.138939616475448585e-02,5.908348378725004901e-02,4.199173056302487467e-02,4.088421528624412715e-02,6.119251158891936965e-02,7.176709419749566221e-02,4.048351417033526495e-02
1.630829999999999927e+03,7.819365305526623788e-02,5.412047324703974510e-02,7.932597404139049568e-02,2.079856333123182230e-02,6.180661363667257213e-02,4.409825420467403806e-02,4.203849175781809028e-02,5.755067463073972045e-02,7.182512058283276046e-02,4.129882833755438298e-02
1.633289999999999964e+03,7.915476106343538598e-02,5.955669120603072214e-02,6.575529025395393523e-02,3.405752438859986631e-02,6.373228306781383856e-02,4.460094995749520896e-02,4.652008245643723949e-02,6.002511648412593021e-02,7.251600180608358537e-02,4.251384804262686723e-02
1.635750000000000000e+03,8.196213528368209711e-02,6.112036377170741025e-02,5.152455386035911106e-02,4.439239988735026177e-02,6.503472752679520519e-02,4.586569393371087849e-02,5.057716587553226506e-02,6.776423893542873889e-02,7.229406739285423877e-02,4.770416384559814788e-02
1.638210000000000036e+03,8.373353120494057833e-02,6.123541303058911700e-02,5.188127708234267776e-02,3.356214908357785243e-02,6.271497115823251867e-02,5.077030571854931895e-02,5.350586152275697838e-02,7.551686041448046893e-02,7.275807602006478803e-02,5.104168031646720560e-02
1.640660000000000082e+03,9.234342520333042870e-02,5.836238081548636436e-02,7.113166181760240125e-02,1.750364847312996935e-02,6.272761019114761472e-02,5.571164027749360426e-02,6.512449625000316100e-02,7.660583022060617198e-02,6.221580439417676717e-02,5.365137412565942898e-02
1.643119999999999891e+03,9.342719229073621900e-02,6.960975523285768685e-02,9.157893020781787685e-02,2.340336016526915752e-02,6.952920286267610939e-02,5.216394943138076556e-02,7.750670365463918632e-02,8.329472703330730032e-02,7.783142201187703835e-02,6.242893874026504697e-02
1.645579999999999927e+03,9.111284891826666732e-02,7.937516133352442993e-02,9.141948157095930450e-02,3.461879263057378309e-02,7.380266734291064668e-02,5.401459803281686428e-02,8.651998189488942226e-02,9.246117110069884681e-02,9.018250131011439075e-02,7.866647684885470782e-02
1.648029999999999973e+03,8.198620262122792435e-02,8.302027683295193361e-02,8.192495663314347532e-02,4.100920970893627560e-02,7.151563715410692856e-02,6.038284186320083680e-02,8.777523047262462963e-02,9.889053966408631324e-02,9.709348956755693705e-02,9.454007448372578337e-02
1.650490000000000009e+03,7.577330260914087734e-02,8.299300691991283452e-02,9.719187884578781023e-02,4.662558631979317469e-02,7.366459392310673038e-02,6.503628160842191142e-02,9.798912192019675060e-02,1.002089550054900691e-01,9.097243818279474037e-02,1.072801053152021011e-01
1.652940000000000055e+03,7.834139877871754143e-02,8.653100203734627460e-02,1.116972174737769080e-01,4.291011330995335438e-02,7.604059239348417987e-02,6.564845647564671038e-02,1.070761787545299881e-01,1.055892351270446006e-01,9.062976325144432577e-02,1.184649708155665893e-01
1.655390000000000100e+03,8.073731819102680785e-02,8.917034937570193776e-02,9.742503111323132237e-02,3.917165228593931514e-02,7.185507583234494733e-02,6.655293166082021372e-02,1.120221952381090097e-01,1.107523670024693485e-01,8.671207753507838289e-02,1.250907255234550708e-01
1.657839999999999918e+03,7.910808052007968494e-02,8.541766869231262604e-02,8.957301242888189574e-02,2.920049917124702132e-02,6.328620249322536306e-02,6.583875830006244434e-02,1.116123874186801535e-01,1.101331287767606942e-01,7.745894007985898444e-02,1.262494350709547630e-01
1.660289999999999964e+03,7.517551034375666297e-02,8.337418044682944063e-02,1.030968036322169323e-01,3.019662126895659993e-02,6.476673458285356344e-02,5.865825980757372049e-02,1.142708406070525318e-01,1.092646992621104374e-01,8.082510880028911937e-02,1.174561221817286005e-01
1.662740000000000009e+03,7.879574194852830005e-02,8.459888519283782771e-02,1.196885080925722267e-01,3.011404875883985643e-02,6.289591899807696340e-02,5.117773507478504125e-02,1.141329044019087496e-01,1.091080429222223980e-01,8.917504786649131654e-02,1.045259709109236795e-01
1.665190000000000055e+03,7.710218678599875530e-02,9.152500660450624270e-02,1.100845989890844312e-01,3.201362491536970112e-02,6.203887177652637336e-02,4.825527385326994906e-02,1.127732207422919714e-01,1.120624753119427580e-01,9.930370710943825507e-02,9.337400478993138075e-02
1.667640000000000100e+03,7.548548249077551009e-02,9.129507892619831422e-02,8.284174225256635271e-02,2.438142667021200860e-02,6.190168942831791171e-02,4.710499374341894918e-02,1.135678334996025746e-01,1.138257939288630782e-01,9.986331791310815165e-02,9.041227002977907101e-02
1.670089999999999918e+03,8.189474996911010052e-02,8.300636067072003632e-02,6.293079800210056585e-02,2.096599318920445987e-02,6.344004036775871547e-02,5.380193238518882204e-02,1.130499164627793152e-01,1.130296828715050550e-01,8.160497946697334304e-02,8.300504797779606481e-02
1.672539999999999964e+03,8.844553453113701558e-02,7.375868806962969371e-02,6.118068877084097135e-02,1.999695013078924694e-02,5.690652281127998174e-02,6.156248512216221797e-02,1.061316851704808967e-01,1.046478393261869311e-01,6.092620776804572036e-02,7.260070508839654158e-02
1.674980000000000018e+03,8.669279701726115284e-02,7.413044987583472523e-02,4.842235384604703929e-02,1.740814642515298855e-02,5.166112989571683412e-02,6.117230617510638346e-02,9.329469794411585082e-02,9.481468391100830728e-02,5.785290506643556152e-02,6.080822404644083135e-02
1.677430000000000064e+03,7.653866260755437523e-02,7.542270878626920749e-02,4.459720053349376656e-02,1.694988691990154117e-02,5.041364255204926897e-02,4.717133070424502084e-02,7.809772420802368886e-02,8.758735447466829693e-02,7.392332780475475984e-02,5.598284548774704050e-02
1.679869999999999891e+03,6.690142592590717086e-02,6.691142551394965721e-02,4.335842744586364261e-02,1.395819227157495818e-02,4.935932651932894988e-02,3.683753752674678861e-02,6.466871552265540668e-02,7.852660028747696086e-02,6.809356478378998656e-02,4.877922111407891753e-02
1.682319999999999936e+03,5.729768131170645540e-02,5.202351972846263467e-02,5.469959062529954064e-02,9.895568457338452251e-03,3.937341444061237539e-02,3.495279271021273226e-02,4.836601232703147124e-02,6.629354961699779336e-02,5.116982756097160356e-02,4.292909106237110389e-02
1.684759999999999991e+03,5.439415014970175322e-02,4.626438727589987643e-02,4.341100281177585896e-02,8.489934118584251121e-03,3.191388512018021595e-02,3.052721174395544440e-02,3.720319089880202990e-02,5.921503032738278938e-02,4.713222924370140399e-02,3.651127703165589489e-02
1.687200000000000045e+03,5.819259756709133091e-02,5.222148187623509852e-02,4.682740743780925557e-02,1.831807638150566644e-02,3.468030434867491046e-02,2.707008652830794615e-02,3.294088661639456295e-02,5.921306646172216914e-02,6.457765202439536001e-02,3.462460872525882638e-02
1.689650000000000091e+03,6.112159721042056265e-02,5.009672479297373054e-02,5.344994276852607640e-02,1.296618779891383841e-02,3.983424409315258763e-02,2.884966819186308290e-02,3.449996987336802212e-02,5.794966198792594891e-02,6.218379907589517697e-02,2.962146716229296234e-02
1.692089999999999918e+03,5.985231254644991783e-02,4.060910682362289803e-02,5.388393457785284335e-02,9.936617242899476593e-03,3.931864832839863932e-02,2.924412995344467803e-02,2.816562127211739291e-02,4.819995706876498837e-02,4.890746759353269829e-02,2.455771675505409590e-02
1.694529999999999973e+03,5.810961751140032716e-02,3.450166325425263469e-02,4.172839322937349493e-02,5.060615277961359737e-03,3.861316553825132336e-02,2.538745902380743977e-02,2.360414287004438186e-02,4.118720264773351181e-02,4.043334918283782164e-02,2.029933061823724350e-02
1.696970000000000027e+03,5.796500261727995096e-02,3.373170232430700022e-02,3.387665249182754412e-02,7.271917957253154485e-03,3.586416208367718128e-02,2.633072164345315672e-02,1.793537140119065218e-02,3.767031114991038765e-02,4.203623153062260170e-02,1.986609335879554322e-02
1.699410000000000082e+03,6.254479323693427906e-02,2.455384248304256015e-02,3.771278629945663818e-02,1.651612026350247203e-02,3.231660103930680816e-02,2.856144944493597612e-02,1.593083249387730604e-02,3.403923982137120607e-02,3.055760469188578687e-02,1.895543182926973796e-02
1.701839999999999918e+03,5.727436325951953261e-02,1.947024936664145875e-02,3.008861612800661084e-02,1.951708392450681936e-02,2.799994179904079922e-02,2.325332970491549023e-02,1.114425445632756181e-02,2.663003016854952748e-02,2.425222727642002002e-02,1.524657529760365358e-02
1.704279999999999973e+03,5.540148093216215597e-02,1.895411254815597066e-02,5.952034535159252127e-04,1.595956172252523120e-02,2.786101368083250193e-02,1.787778204828731690e-02,8.845999551071731873e-03,2.283005620818696554e-02,2.681411101016988388e-02,1.135428965406007872e-02
1.706720000000000027e+03,5.057877615279234018e-02,1.881003763951240998e-02,2.101297030023386789e-03,8.788817982321350114e-03,2.570640129281872438e-02,1.527078312890893866e-02,8.387553827056762334e-03,2.030183044596079595e-02,3.127610823519112043e-02,7.943435812042914240e-03
1.709150000000000091e+03,4.525724459866145577e-02,1.555253020225666645e-02,7.994425310227867149e-03,1.632401125621636695e-02,2.239496951420487034e-02,1.295498765639339217e-02,6.881805492219984777e-03,1.587735895201395839e-02,3.312581400294206668e-02,8.391858302473256814e-03
1.711589999999999918e+03,4.030461806315849965e-02,1.643065109399189511e-02,2.106266827911568162e-02,1.840638274137296540e-02,2.246904883626650584e-02,1.014117412506217522e-02,4.294088621490077876e-03,1.210959839838991921e-02,3.867917731832033051e-02,8.136439157837030423e-03
1.714019999999999982e+03,4.058067804229355258e-02,1.352472105346470138e-02,4.509922291713855738e-03,1.210983371182447997e-02,1.804472573147627990e-02,8.332219012352218290e-03,4.628897578599754786e-04,9.622543951417952129e-03,3.087313638661745574e-02,9.424445331433288844e-03
1.716460000000000036e+03,4.028750550010679055e-02,1.032643762073870777e-02,-9.843769018791515696e-04,-4.577043234429402363e-03,1.826246080503825253e-02,7.635173406889864123e-03,3.084004514884957152e-03,9.304072640347264833e-03,1.712378598769150398e-02,9.401921005081328303e-03
1.718890000000000100e+03,3.380647037222353490e-02,9.873750984409642925e-03,-5.307999059260579827e-03,-4.048505402666578018e-04,1.800671356464847439e-02,1.049586468195602175e-02,3.727041568400746990e-03,9.616997058946599730e-03,1.644996356170772694e-02,1.057324308132484916e-02
1.721319999999999936e+03,3.802551532703578319e-02,1.097939194500673933e-02,-3.809982044682020189e-03,9.873139476596359126e-03,2.206944389406573226e-02,1.135879840365158766e-02,4.502292830138913959e-03,1.112547969259211622e-02,2.197492056185009618e-02,1.111009900104760473e-02
1.723750000000000000e+03,3.694827020676368090e-02,4.198785622359409685e-03,1.658988211196483695e-02,1.283021851821358923e-02,1.160286335052829534e-02,7.212445853557672079e-03,2.894724103631224690e-03,9.094976848219285884e-03,1.231367159613659668e-02,8.978364520829069939e-03
1.726180000000000064e+03,3.117424147512072585e-02,-1.574980042104280262e-03,5.348271931058658918e-03,8.888518292529273140e-03,1.580976166457379126e-03,4.117626840563204209e-03,2.234433800591698483e-03,3.760467006359434657e-03,1.293752296584788856e-03,6.094719107401905256e-03
1.728609999999999900e+03,2.641682388420443089e-02,-4.746546195640039684e-03,8.498122949516183876e-04,5.184112659346200302e-03,-2.475391094400769283e-03,6.969838159831927976e-03,1.989113292343326449e-03,6.786046899088286032e-04,-2.455959356305418510e-03,6.425207460287434523e-03
1.731039999999999964e+03,2.969443667429610967e-02,-2.177533557202271028e-03,-1.032948534885325814e-02,3.587724254911530720e-03,5.586661067937268368e-03,3.983340339496203864e-03,2.752012548835238402e-03,7.374998669722552386e-04,4.250757486246899489e-03,1.076983211362042038e-02
1.733470000000000027e+03,3.423430821227092108e-02,-1.455234753369297196e-03,1.226590803177244650e-02,5.032828053387744353e-03,1.078692182784210356e-02,1.214862879645758724e-03,2.645054742084306312e-03,2.465700613287795037e-03,2.825416988980561806e-03,1.142798262533164036e-02
1.735900000000000091e+03,3.036606739739270214e-02,-2.882667968976077542e-03,1.038873468234471562e-02,2.716813229309302229e-03,1.076392694399808461e-02,-7.860052785699832636e-04,2.749554994657416734e-03,-1.028757639813195415e-03,-1.304307856506347826e-03,1.077315916230505571e-02
1.738329999999999927e+03,2.396464019177954943e-02,-3.348899251737398521e-03,1.392670632378818947e-03,-1.649392180369687461e-02,6.867643890015585201e-03,-2.194448578612025798e-03,2.916921490628932717e-03,-3.078952256494740195e-03,4.644432495176264997e-03,1.060852088170492584e-02
1.740750000000000000e+03,2.575275340226684112e-02,-1.203028129118313347e-03,3.071379167237708874e-03,1.156070846560650761e-01,1.204290406466882943e-02,-3.120491259942097771e-03,3.325729490072423973e-03,1.179286961654088702e-03,2.299709336172789734e-02,1.193341911346961111e-02
1.743180000000000064e+03,3.591866035774901600e-02,-2.959606533302927903e-03,9.924166992397447096e-03,3.503302366522737521e-01,1.388691451216434065e-02,3.637622203934960143e-03,4.628590573206911758e-03,7.119256535979664319e-03,3.415444752157274777e-02,1.503749281253008961e-02
1.745599999999999909e+03,4.707470052390152343e-02,-7.650704516165016469e-03,4.620078159877483333e-03,5.334211779624169480e-01,1.493375187609041407e-02,1.191569029653506001e-02,5.338664313898423656e-03,1.110092220084956359e-02,3.059355856250232930e-02,1.758550803687112390e-02
1.748029999999999973e+03,4.456703856955345627e-02,-9.099816644168900667e-03,-1.500890215126626619e-02,5.857338063275843165e-01,1.180075941228756614e-02,1.111529710313543390e-02,6.487949376551639495e-03,1.318080432890350595e-02,3.343552976872156413e-02,1.668996195871137733e-02
1.750450000000000045e+03,3.830179123909427386e-02,-8.206533910099109153e-03,-7.338958715950050574e-03,3.945088173990264901e-01,6.653336748300819892e-03,4.239098601612555951e-03,3.841632853511954462e-03,9.728530462035448953e-03,2.258510607337095230e-02,8.993203956817352740e-03
1.752869999999999891e+03,2.958011892540973048e-02,-3.878734772132730151e-03,4.944076889466065411e-03,1.378020626160381124e-01,2.659380976495411691e-03,-2.788746443340831861e-04,9.373623950719647954e-04,2.270131894565022204e-03,1.103430536308615956e-02,2.150657075796559396e-03
1.755289999999999964e+03,2.874454684861302636e-02,7.907951383499148106e-04,4.621884424619389711e-03,-3.505749478764926680e-02,6.346164886624613630e-03,1.071283458079053987e-03,5.718003717535653438e-04,6.756055157054736797e-04,6.103746835731050507e-03,-1.600152869525436113e-03
1.757710000000000036e+03,2.374240789595441492e-02,2.108910654347592901e-03,-6.740257271814804538e-03,1.073047859290500450e-03,1.620827790804277302e-02,2.393840032730909940e-03,-1.095126408660545159e-03,1.045413473312120645e-04,1.756139569977861054e-02,-7.076939152578834956e-04
1.760130000000000109e+03,2.313889336183809139e-02,-1.429239227271055391e-03,-1.303877980021455121e-02,1.103040152351542850e-03,9.568249583943153405e-03,4.542860165922312041e-04,-4.566520253985315546e-03,-5.527045805833240809e-03,1.390078745652966428e-02,-1.783649698681567461e-03
1.762549999999999955e+03,2.301906263657569479e-02,-6.993426972920710211e-04,-1.333407219787259221e-02,2.194204001553549336e-03,3.138454508308449308e-03,2.760355800993908280e-04,-9.069021647220199336e-03,-9.143712482595539939e-03,9.943049091133552772e-03,-3.406676507473734017e-03
